SENTENCE_NAME,duration_sec,word_count
--8pSDeC-fg_0-5-rgb_front,0.48,1
--dANj_01AU_13-5-rgb_front,1.0900000000000034,9
--dANj_01AU_20-5-rgb_front,1.25,3
-06_nJnhORg_21-5-rgb_front,0.8199999999999932,38
-0BynF9TSNI_13-5-rgb_front,0.7900000000000063,5
-0N0jbyBW6g_0-5-rgb_front,0.48,1
-0N0jbyBW6g_11-5-rgb_front,0.8099999999999881,2
-0daC3SWCPQ_0-5-rgb_front,0.4,1
-0yRaqY7nTE_0-5-rgb_front,0.48999999999999977,1
-1fUFbij2s0_7-5-rgb_front,1.1000000000000014,2
-23PZTqtDBw_8-5-rgb_front,0.9600000000000009,1
-8L6L9fFWK8_0-8-rgb_front,0.22000000000000003,1
-8L6L9fFWK8_8-8-rgb_front,1.2899999999999991,6
-8j9K3T5lkw_6-8-rgb_front,0.9800000000000004,4
-8tIt1vEinQ_10-8-rgb_front,0.39000000000000057,1
-8tIt1vEinQ_18-8-rgb_front,0.8100000000000023,3
-8tIt1vEinQ_25-8-rgb_front,0.4399999999999977,2
-8tIt1vEinQ_9-8-rgb_front,0.8900000000000006,4
-8uwu59w8QE_0-8-rgb_front,0.13,1
-8uwu59w8QE_12-8-rgb_front,1.190000000000012,7
-8uwu59w8QE_15-8-rgb_front,0.8799999999999955,3
-8uwu59w8QE_3-8-rgb_front,1.2899999999999991,11
-8uwu59w8QE_4-8-rgb_front,0.4900000000000002,12
-916rCqIrfY_6-5-rgb_front,0.6400000000000006,2
-9D6kP1TgbY_15-8-rgb_front,0.990000000000002,4
-9D6kP1TgbY_19-8-rgb_front,1.2199999999999989,3
-9D6kP1TgbY_20-8-rgb_front,1.2000000000000028,2
-9D6kP1TgbY_8-8-rgb_front,1.0700000000000003,4
-9Kic0QsCYs_0-8-rgb_front,0.12000000000000001,3
-9nBmSvp2Co_18-8-rgb_front,1.0,6
-9nBmSvp2Co_5-8-rgb_front,0.9400000000000013,3
-9nBmSvp2Co_9-8-rgb_front,0.8099999999999952,2
-9umTJVGSqk_5-8-rgb_front,0.8000000000000007,3
-AFID_P6YU0_15-8-rgb_front,1.2299999999999969,7
-AFID_P6YU0_17-8-rgb_front,1.2600000000000051,4
-AKdG2AyDW4_3-8-rgb_front,1.2300000000000004,16
-AKdG2AyDW4_5-8-rgb_front,0.6900000000000013,3
-AKdG2AyDW4_6-8-rgb_front,0.7899999999999991,6
-AZVqXtWGg0_13-8-rgb_front,0.5999999999999943,6
-AZVqXtWGg0_14-8-rgb_front,0.9699999999999989,2
-AZVqXtWGg0_19-8-rgb_front,1.1199999999999903,3
-AZVqXtWGg0_24-8-rgb_front,1.170000000000016,3
-AZVqXtWGg0_26-8-rgb_front,0.9899999999999807,7
-Aiz9jYxt4g_5-8-rgb_front,1.0499999999999972,5
-Ajh5HDqsi4_0-8-rgb_front,0.27999999999999997,1
-B0GueDqaoY_10-8-rgb_front,1.2199999999999989,6
-BABPsEWA54_17-3-rgb_front,0.5799999999999983,3
-BABPsEWA54_19-3-rgb_front,1.0699999999999932,4
-BABPsEWA54_27-3-rgb_front,1.1200000000000045,3
-BFCJ9zmfOo_10-8-rgb_front,1.1799999999999997,4
-BFCJ9zmfOo_13-8-rgb_front,1.1500000000000057,5
-BFCJ9zmfOo_14-8-rgb_front,0.5600000000000023,1
-BFCJ9zmfOo_15-8-rgb_front,0.730000000000004,2
-BFCJ9zmfOo_17-8-rgb_front,0.9699999999999989,1
-BFCJ9zmfOo_3-8-rgb_front,0.22000000000000242,1
-BrxzwEb3E8_10-8-rgb_front,1.2800000000000011,9
-BrxzwEb3E8_5-8-rgb_front,1.1900000000000048,7
-Bz0BNwqAE4_2-5-rgb_front,0.46999999999999886,1
-CAPvlP0BvY_4-8-rgb_front,1.1400000000000006,6
-CAPvlP0BvY_5-8-rgb_front,0.5599999999999987,1
-CAPvlP0BvY_6-8-rgb_front,1.0899999999999999,3
-CmdMw3PKV8_10-8-rgb_front,0.20000000000000284,2
-CmdMw3PKV8_19-8-rgb_front,0.9099999999999966,3
-CmdMw3PKV8_20-8-rgb_front,0.6700000000000017,3
-CmdMw3PKV8_32-8-rgb_front,0.6199999999999761,5
-CmdMw3PKV8_33-8-rgb_front,1.1800000000000068,4
-CtWAhfREEc_9-8-rgb_front,0.9799999999999969,3
-Db1NJJFmVI_25-8-rgb_front,1.1599999999999966,4
-Db1NJJFmVI_3-8-rgb_front,1.1799999999999997,8
-EdUkSqns3U_10-3-rgb_front,0.8700000000000045,4
-EdUkSqns3U_11-3-rgb_front,1.1499999999999915,2
-EgUpIYXF3k_10-8-rgb_front,1.2100000000000009,5
-EgUpIYXF3k_11-8-rgb_front,0.9299999999999997,4
-EgUpIYXF3k_13-8-rgb_front,1.2100000000000009,6
-EsVrbRTMU4_1-8-rgb_front,1.1500000000000004,4
-EsVrbRTMU4_18-8-rgb_front,1.1799999999999926,9
-F6vN4bOBWs_14-8-rgb_front,0.35999999999999943,1
-F6vN4bOBWs_15-8-rgb_front,1.0800000000000125,2
-_3bUhnn4PU_3-8-rgb_front,1.0599999999999987,5
-_3bUhnn4PU_8-8-rgb_front,1.0300000000000011,5
-_6Fmz29bhU_0-1-rgb_front,0.32,1
-_6Fmz29bhU_15-1-rgb_front,1.2900000000000063,5
-_6Fmz29bhU_18-1-rgb_front,0.7199999999999989,3
-_6Fmz29bhU_19-1-rgb_front,0.9200000000000017,4
-_6Fmz29bhU_21-1-rgb_front,0.8599999999999994,5
-_6Fmz29bhU_22-1-rgb_front,0.5700000000000074,2
-_6Fmz29bhU_5-1-rgb_front,0.7199999999999989,5
-aNfi7CP8vM_6-3-rgb_front,0.6999999999999993,5
-bTEtrts5ZU_12-8-rgb_front,1.1100000000000065,8
-bTEtrts5ZU_3-8-rgb_front,0.9100000000000001,6
-bTEtrts5ZU_4-8-rgb_front,1.2299999999999986,7
-bTEtrts5ZU_8-8-rgb_front,0.9399999999999977,12
-c5CKp2JWHE_11-5-rgb_front,1.1099999999999994,3
-c5CKp2JWHE_12-5-rgb_front,1.1899999999999977,4
-cv1gZaGtNk_0-5-rgb_front,1.05,4
-dNt6nmRfFE_15-5-rgb_front,1.230000000000004,4
-dTqNMtTqO8_7-5-rgb_front,1.230000000000004,2
-dYKLsoFtbU_10-5-rgb_front,1.0600000000000023,4
-dYKLsoFtbU_6-5-rgb_front,0.45000000000000284,1
-djRbCXJLYo_2-5-rgb_front,0.5599999999999987,2
-eJI_YOtHNE_19-5-rgb_front,0.6500000000000057,2
-eaisNdrTS4_10-5-rgb_front,0.6700000000000017,1
-eaisNdrTS4_15-5-rgb_front,0.4900000000000091,1
-eaisNdrTS4_18-5-rgb_front,0.38000000000000256,1
-eryXkkckv8_8-5-rgb_front,0.7700000000000031,9
-fPRgGA3QYY_15-5-rgb_front,0.3500000000000085,10
-fPRgGA3QYY_16-5-rgb_front,0.29999999999999716,7
-fPRgGA3QYY_5-5-rgb_front,0.28000000000000114,1
-fSI2e1pqkY_7-5-rgb_front,0.75,4
0-n5YbN2IZA_12-5-rgb_front,0.75,3
0-n5YbN2IZA_3-5-rgb_front,1.25,5
0-zewtxhuR8_0-5-rgb_front,0.17000000000000004,1
001evy9D-mw_7-5-rgb_front,1.210000000000008,5
002pHlZGEQ8_14-5-rgb_front,0.46999999999999886,3
002pHlZGEQ8_15-5-rgb_front,1.2899999999999991,6
005j20-PoLw_0-5-rgb_front,0.38,1
00Cal635Wno_2-5-rgb_front,0.5099999999999989,2
00Cal635Wno_5-5-rgb_front,0.23000000000000043,2
00DKFksyVnQ_1-5-rgb_front,0.6099999999999994,2
